timestamp,distance
1748704433,5
1748704433,4
1748704434,19
1748704434,19
1748704434,19
1748704434,18
1748704434,21
1748704435,14
1748704435,-1
1748704435,71
1748704435,9
1748704435,6
1748704436,4
1748704436,8
1748704436,5
1748704436,8
1748704436,14
1748704437,11
1748704437,5
1748704437,-1
1748704437,5
1748704437,9
1748704438,13
1748704438,-1
1748704438,14
1748704438,18
1748704438,19
1748704439,18
1748704439,18
1748704439,18
1748704439,18
1748704440,19
1748704440,19
1748704440,19
1748704440,19
1748704440,18
1748704441,18
1748704441,18
1748704441,19
1748704441,19
1748704441,19
1748704442,19
1748704442,19
1748704442,19
1748704442,19
1748704442,19
1748704443,19
1748704443,19
1748704443,19
1748704443,19
1748704443,19
1748704444,19
1748704444,19
1748704444,20
1748704444,20
1748704444,19
1748704445,20
1748704445,20
1748704445,20
1748704445,19
1748704445,20
1748704446,20
1748704446,20
1748704446,20
1748704446,19
1748704446,19
1748704447,20
1748704447,20
1748704447,20
1748704447,20
1748704447,20
1748704448,19
1748704448,19
1748704448,19
1748704448,19
1748704448,19
1748704449,19
1748704449,19
1748704449,19
1748704449,19
1748704449,19
1748704450,19
1748704450,19
1748704450,19
1748704450,19
1748704450,19
1748704451,19
1748704451,19
1748704451,19
1748704451,19
1748704451,19
1748704452,19
1748704452,19
1748704452,19
1748704452,19
1748704452,19
1748704453,19
1748704453,19
1748704453,19
1748704453,19
1748704453,19
1748704454,19
1748704454,19
1748704454,19
1748704454,19
1748704454,19
1748704455,19
1748704455,19
1748704455,19
1748704455,19
1748704455,19
1748704456,19
1748704456,19
1748704456,19
1748704456,18
1748704457,19
1748704457,19
1748704457,19
1748704457,19
1748704457,19
1748704458,19
1748704458,19
1748704458,19
1748704458,19
1748704458,18
1748704459,18
1748704459,18
1748704459,18
1748704459,18
1748704459,18
1748704460,18
1748704460,18
1748704460,19
1748704460,18
1748704460,19
1748704461,19
1748704461,19
1748704461,18
1748704461,18
1748704461,18
1748704462,18
1748704462,18
1748704462,18
1748704462,18
1748704462,19
1748704463,18
1748704463,18
1748704463,18
1748704463,18
1748704463,19
1748704464,19
1748704464,18
1748704464,18
1748704464,18
1748704464,18
1748704465,18
1748704465,18
1748704465,18
1748704465,18
1748704465,18
1748704466,18
1748704466,18
1748704466,19
1748704466,18
1748704466,18
1748704467,18
1748704467,18
1748704467,19
1748704467,19
1748704467,19
1748704468,18
1748704468,18
1748704468,19
1748704468,19
1748704468,20
1748704469,20
1748704469,19
1748704469,19
1748704469,19
1748704469,19
1748704470,19
1748704470,20
1748704470,19
1748704470,19
1748704470,19
1748704471,19
1748704471,19
1748704471,18
1748704471,19
1748704471,18
1748704472,18
1748704472,18
1748704472,19
1748704472,18
1748704472,18
1748704473,18
1748704473,18
1748704473,19
1748704473,19
1748704474,19
1748704474,19
1748704474,19
1748704474,19
1748704474,19
1748704475,19
1748704475,18
1748704475,18
1748704475,19
1748704475,19
1748704476,19
1748704476,19
1748704476,19
1748704476,19
1748704476,18
1748704477,18
1748704477,19
1748704477,18
1748704477,19
1748704477,19
1748704478,19
1748704478,19
1748704478,18
1748704478,18
1748704478,18
1748704479,18
1748704479,18
1748704479,19
1748704479,18
1748704479,19
1748704480,18
1748704480,18
1748704480,19
1748704480,19
1748704480,19
1748704481,19
1748704481,18
1748704481,19
1748704481,18
1748704481,18
1748704482,18
1748704482,18
1748704482,18
1748704482,19
1748704482,18
1748704483,19
1748704483,19
1748704483,18
1748704483,19
1748704483,19
1748704484,19
1748704484,19
1748704484,19
1748704484,19
1748704484,19
1748704485,18
1748704485,19
1748704485,19
1748704485,19
1748704485,19
1748704486,19
1748704486,19
1748704486,19
1748704486,19
1748704486,19
1748704487,19
1748704487,19
1748704487,19
1748704487,19
1748704487,18
1748704488,18
1748704488,18
1748704488,18
1748704488,18
1748704488,18
1748704489,18
1748704489,19
1748704489,19
1748704489,18
1748704489,18
1748704490,19
1748704490,19
1748704490,19
1748704490,18
1748704491,19
1748704491,18
1748704491,19
1748704491,19
1748704491,18
1748704492,19
1748704492,19
1748704492,19
1748704492,19
1748704492,19
1748704493,19
1748704493,19
1748704493,19
1748704493,19
1748704493,19
1748704494,19
1748704494,19
1748704494,19
1748704494,19
1748704494,19
1748704495,19
1748704495,19
1748704495,19
1748704495,19
1748704495,19
1748704496,19
1748704496,19
1748704496,19
1748704496,19
1748704496,19
1748704497,19
1748704497,19
1748704497,19
1748704497,19
1748704497,19
1748704498,19
1748704498,19
1748704498,19
1748704498,19
1748704498,19
1748704499,19
1748704499,19
1748704499,18
1748704499,19
1748704499,18
1748704500,18
1748704500,18
1748704500,19
1748704500,19
1748704500,18
1748704501,18
1748704501,18
1748704501,18
1748704501,18
1748704501,18
1748704502,18
1748704502,18
1748704502,18
1748704502,18
1748704502,19
1748704503,19
1748704503,18
1748704503,19
1748704503,19
1748704503,19
1748704504,19
1748704504,19
1748704504,19
1748704504,18
1748704504,18
1748704505,19
1748704505,18
1748704505,18
1748704505,18
1748704505,18
1748704506,18
1748704506,18
1748704506,18
1748704506,18
1748704506,18
1748704507,19
1748704507,19
1748704507,18
1748704507,18
1748704508,18
1748704508,19
1748704508,19
1748704508,19
1748704508,19
1748704509,19
1748704509,19
1748704509,18
1748704509,19
1748704509,18
1748704510,18
1748704510,19
1748704510,18
1748704510,19
1748704510,19
1748704511,19
1748704511,19
1748704511,19
1748704511,19
1748704511,19
1748704512,19
1748704512,18
1748704512,19
1748704512,18
1748704512,19
1748704513,18
1748704513,18
1748704513,18
1748704513,18
1748704513,18
1748704514,19
1748704514,19
1748704514,19
1748704514,19
1748704514,19
1748704515,19
1748704515,18
1748704515,18
1748704515,19
1748704515,19
1748704516,19
1748704516,19
1748704516,19
1748704516,19
1748704516,18
1748704517,18
1748704517,18
1748704517,18
1748704517,18
1748704517,18
1748704518,18
1748704518,18
1748704518,18
1748704518,19
1748704518,19
1748704519,19
1748704519,19
1748704519,19
1748704519,19
1748704519,19
1748704520,19
1748704520,19
1748704520,19
1748704520,19
1748704520,19
1748704521,19
1748704521,19
1748704521,19
1748704521,19
1748704521,19
1748704522,18
1748704522,18
1748704522,18
1748704522,18
1748704522,19
1748704523,19
1748704523,19
1748704523,19
1748704523,18
1748704523,18
1748704524,19
1748704524,19
1748704524,19
1748704524,19
1748704525,19
1748704525,19
1748704525,19
1748704525,19
1748704525,19
1748704526,19
1748704526,19
1748704526,19
1748704526,19
1748704526,19
1748704527,19
1748704527,19
1748704527,19
1748704527,19
1748704527,19
1748704528,19
1748704528,20
1748704528,19
1748704528,19
1748704528,19
1748704529,19
1748704529,19
1748704529,19
1748704529,19
1748704529,19
1748704530,19
1748704530,19
1748704530,19
1748704530,19
1748704530,19
1748704531,19
1748704531,19
1748704531,19
1748704531,19
1748704531,19
1748704532,19
1748704532,19
1748704532,19
1748704532,19
1748704532,19
1748704533,19
1748704533,19
1748704533,19
1748704533,19
1748704533,19
1748704534,19
1748704534,19
1748704534,19
1748704534,19
1748704534,18
1748704535,18
1748704535,19
1748704535,19
1748704535,18
1748704535,19
1748704536,19
1748704536,19
1748704536,19
1748704536,19
1748704536,19
1748704537,19
1748704537,19
1748704537,19
1748704537,19
1748704537,19
1748704538,20
1748704538,19
1748704538,19
1748704538,19
1748704538,19
1748704539,19
1748704539,19
1748704539,19
1748704539,19
1748704539,19
1748704540,19
1748704540,19
1748704540,9
1748704540,14
1748704540,19
1748704541,18
1748704541,18
1748704541,18
1748704541,18
1748704542,17
1748704542,183
1748704542,181
1748704542,182
1748704542,182
1748704543,182
1748704543,182
1748704543,182
1748704543,239
1748704543,182
1748704544,238
1748704544,238
1748704544,182
1748704544,238
1748704544,182
1748704545,181
1748704545,182
1748704545,183
1748704545,-1
1748704546,15
1748704546,17
1748704546,22
1748704546,-1
1748704546,19
1748704547,20
1748704547,20
1748704547,20
1748704547,20
1748704547,20
1748704548,20
1748704548,20
1748704548,20
1748704548,20
1748704548,20
1748704549,20
1748704549,20
1748704549,20
1748704549,20
1748704549,20
1748704550,20
1748704550,20
1748704550,20
1748704550,20
1748704550,20
1748704551,20
1748704551,20
1748704551,20
1748704551,20
1748704551,20
1748704552,20
1748704552,21
1748704552,21
1748704552,21
1748704552,21
1748704553,21
1748704553,21
1748704553,21
1748704553,21
1748704553,21
1748704554,21
1748704554,20
1748704554,20
1748704554,20
1748704554,20
1748704555,21
1748704555,21
1748704555,21
1748704555,21
1748704556,21
1748704556,20
1748704556,21
1748704556,20
1748704556,21
1748704557,21
1748704557,21
1748704557,20
1748704557,21
1748704557,21
1748704558,21
1748704558,21
1748704558,21
1748704558,21
1748704558,21
1748704559,21
1748704559,21
1748704559,21
1748704559,21
1748704559,20
1748704560,21
1748704560,21
1748704560,21
1748704560,20
1748704560,21
1748704561,21
1748704561,21
1748704561,21
1748704561,21
1748704561,21
1748704562,21
1748704562,20
1748704562,21
1748704562,21
1748704562,20
1748704563,20
1748704563,21
1748704563,21
1748704563,21
1748704563,21
1748704564,21
1748704564,21
1748704564,21
1748704564,20
1748704564,21
1748704565,21
1748704565,21
1748704565,21
1748704565,21
1748704565,21
1748704566,20
1748704566,20
1748704566,21
1748704566,21
1748704566,20
1748704567,20
1748704567,20
1748704567,20
1748704567,21
1748704567,21
1748704568,21
1748704568,21
1748704568,20
1748704568,21
1748704568,20
1748704569,21
1748704569,21
1748704569,20
1748704569,20
1748704569,20
1748704570,20
1748704570,20
1748704570,20
1748704570,20
1748704570,20
1748704571,20
1748704571,20
1748704571,20
1748704571,18
1748704572,20
1748704572,20
1748704572,20
1748704572,20
1748704572,20
1748704573,20
1748704573,20
1748704573,20
1748704573,21
1748704573,20
1748704574,21
1748704574,21
1748704574,20
1748704574,-1
1748704574,11
1748704575,9
1748704575,20
1748704575,20
1748704575,21
1748704575,21
1748704576,21
1748704576,20
1748704576,21
1748704576,21
1748704576,21
1748704577,20
1748704577,21
1748704577,21
1748704577,21
1748704577,21
1748704578,21
1748704578,21
1748704578,21
1748704578,21
1748704578,20
1748704579,20
1748704579,20
1748704579,20
1748704579,20
1748704579,20
1748704580,21
1748704580,20
1748704580,20
1748704580,20
1748704580,20
1748704581,20
1748704581,20
1748704581,20
1748704581,20
1748704581,21
1748704582,21
1748704582,21
1748704582,20
1748704582,20
1748704582,20
1748704583,20
1748704583,20
1748704583,20
1748704583,20
1748704583,20
1748704584,20
1748704584,20
1748704584,20
1748704584,20
1748704584,20
1748704585,20
1748704585,20
1748704585,20
1748704585,20
1748704586,20
1748704586,20
1748704586,20
1748704586,20
1748704586,20
1748704587,20
1748704587,20
1748704587,20
1748704587,20
1748704587,20
1748704588,20
1748704588,20
1748704588,20
1748704588,20
1748704588,20
1748704589,20
1748704589,20
1748704589,20
1748704589,20
1748704589,20
1748704590,20
1748704590,20
1748704590,20
1748704590,20
1748704590,20
1748704591,20
1748704591,20
1748704591,20
1748704591,20
1748704591,20
1748704592,20
1748704592,20
1748704592,20
1748704592,20
1748704592,20
1748704593,20
1748704593,20
1748704593,20
1748704593,20
1748704593,20
1748704594,20
1748704594,20
1748704594,20
1748704594,20
1748704594,20
1748704595,20
1748704595,20
1748704595,20
1748704595,20
1748704595,20
1748704596,20
1748704596,20
1748704596,20
1748704596,20
1748704596,20
1748704597,20
1748704597,20
1748704597,20
1748704597,20
1748704597,20
1748704598,20
1748704598,20
1748704598,20
1748704598,20
1748704598,21
1748704599,20
1748704599,20
1748704599,20
1748704599,20
1748704599,20
1748704600,20
1748704600,20
1748704600,20
1748704600,20
1748704600,20
1748704601,20
1748704601,20
1748704601,20
1748704601,20
1748704601,20
1748704602,20
1748704602,20
1748704602,20
1748704602,20
1748704603,20
1748704603,20
1748704603,20
1748704603,20
1748704603,20
1748704604,20
1748704604,20
1748704604,20
1748704604,20
1748704604,20
1748704605,20
1748704605,20
1748704605,20
1748704605,20
1748704605,20
1748704606,20
1748704606,20
1748704606,20
1748704606,21
1748704606,20
1748704607,20
1748704607,20
1748704607,20
1748704607,20
1748704607,20
1748704608,20
1748704608,21
1748704608,20
1748704608,20
1748704608,20
1748704609,20
1748704609,20
1748704609,20
1748704609,20
1748704609,20
1748704610,20
1748704610,20
1748704610,20
1748704610,21
1748704610,20
1748704611,20
1748704611,20
1748704611,20
1748704611,20
1748704611,20
1748704612,20
1748704612,20
1748704612,20
1748704612,20
1748704612,20
1748704613,20
1748704613,20
1748704613,20
1748704613,20
1748704613,20
1748704614,20
1748704614,20
1748704614,20
1748704614,21
1748704614,20
1748704615,21
1748704615,21
1748704615,20
1748704615,21
1748704615,21
1748704616,21
1748704616,20
1748704616,20
1748704616,20
1748704616,20
1748704617,20
1748704617,20
1748704617,20
1748704617,20
1748704617,20
1748704618,20
1748704618,20
1748704618,20
1748704618,20
1748704619,20
1748704619,20
1748704619,20
1748704619,20
1748704619,20
1748704620,20
1748704620,20
1748704620,20
1748704620,20
1748704620,20
1748704621,20
1748704621,20
1748704621,20
1748704621,20
1748704621,20
1748704622,20
1748704622,21
1748704622,20
1748704622,21
1748704622,20
1748704623,21
1748704623,21
1748704623,20
1748704623,20
1748704623,20
1748704624,21
1748704624,20
1748704624,21
1748704624,21
1748704624,21
1748704625,21
1748704625,20
1748704625,21
1748704625,21
1748704625,21
1748704626,20
1748704626,21
1748704626,21
1748704626,21
1748704626,20
1748704627,21
1748704627,20
1748704627,21
1748704627,20
1748704627,21
1748704628,21
1748704628,21
1748704628,20
1748704628,20
1748704628,20
1748704629,20
1748704629,20
1748704629,20
1748704629,20
1748704629,20
1748704630,20
1748704630,20
1748704630,19
1748704630,20
1748704630,20
1748704631,20
1748704631,20
1748704631,21
1748704631,20
1748704631,20
1748704632,21
1748704632,20
1748704632,20
1748704632,20
1748704632,21
1748704633,20
1748704633,20
1748704633,20
1748704633,20
1748704633,20
1748704634,20
1748704634,20
1748704634,20
1748704634,20
1748704634,20
1748704635,20
1748704635,20
1748704635,20
1748704635,20
1748704636,20
1748704636,20
1748704636,20
1748704636,20
1748704636,20
1748704637,20
1748704637,20
1748704637,20
1748704637,20
1748704637,20
1748704638,20
1748704638,19
1748704638,20
1748704638,20
1748704638,20
1748704639,20
1748704639,20
1748704639,20
1748704639,20
1748704639,20
1748704640,20
1748704640,20
1748704640,20
1748704640,20
1748704640,20
1748704641,20
1748704641,20
1748704641,20
1748704641,20
1748704641,20
1748704642,20
1748704642,20
1748704642,20
1748704642,20
1748704642,20
1748704643,20
1748704643,20
1748704643,20
1748704643,20
1748704643,20
1748704644,20
1748704644,20
1748704644,20
1748704644,20
1748704644,20
1748704645,20
1748704645,20
1748704645,20
1748704645,20
1748704645,20
1748704646,20
1748704646,20
1748704646,19
1748704646,19
1748704646,20
1748704647,20
1748704647,20
1748704647,20
1748704647,20
1748704647,20
1748704648,20
1748704648,20
1748704648,20
1748704648,20
1748704648,20
1748704649,20
1748704649,20
1748704649,20
1748704649,20
1748704649,20
1748704650,20
1748704650,19
1748704650,19
1748704650,19
1748704650,19
1748704651,20
1748704651,20
1748704651,19
1748704651,20
1748704651,20
1748704652,20
1748704652,20
1748704652,20
1748704652,20
1748704653,20
1748704653,20
1748704653,20
1748704653,20
1748704653,20
1748704654,20
1748704654,20
1748704654,20
1748704654,20
1748704654,20
1748704655,20
1748704655,20
1748704655,20
1748704655,20
1748704655,20
1748704656,20
1748704656,20
1748704656,20
1748704656,20
1748704656,20
1748704657,20
1748704657,20
1748704657,20
1748704657,20
1748704657,19
1748704658,20
1748704658,20
1748704658,20
1748704658,21
1748704658,20
1748704659,20
1748704659,20
1748704659,20
1748704659,20
1748704659,20
1748704660,20
1748704660,20
1748704660,20
1748704660,20
1748704660,20
1748704661,19
1748704661,19
1748704661,19
1748704661,19
1748704661,19
1748704662,19
1748704662,19
1748704662,19
1748704662,20
1748704662,20
1748704663,19
1748704663,19
1748704663,20
1748704663,20
1748704663,20
1748704664,20
1748704664,20
1748704664,20
1748704664,20
1748704664,20
1748704665,20
1748704665,20
1748704665,19
1748704665,20
1748704665,20
1748704666,20
1748704666,20
1748704666,20
1748704666,20
1748704666,20
1748704667,20
1748704667,20
1748704667,20
1748704667,20
1748704667,20
1748704668,20
1748704668,20
1748704668,20
1748704668,20
1748704669,20
1748704669,20
1748704669,20
1748704669,20
1748704669,20
1748704670,20
1748704670,20
1748704670,20
1748704670,20
1748704670,20
1748704671,20
1748704671,20
1748704671,20
1748704671,20
1748704671,21
1748704672,22
1748704672,-1
1748704672,11
1748704672,20
1748704672,-1
1748704673,9
1748704673,20
1748704673,21
1748704673,21
1748704673,20
1748704674,19
1748704674,20
1748704674,19
1748704674,19
1748704674,239
1748704675,182
1748704675,183
1748704675,238
1748704675,238
1748704676,238
1748704676,239
1748704676,238
1748704676,183
1748704676,238
1748704677,239
1748704677,182
1748704677,239
1748704677,182
1748704677,181
1748704678,183
1748704678,182
1748704678,181
1748704678,183
1748704679,182
1748704679,181
1748704679,182
1748704679,182
1748704679,181
1748704680,182
1748704680,181
1748704680,182
1748704680,183
1748704680,181
1748704681,181
1748704681,-1
1748704681,15
1748704681,23
1748704681,276
1748704682,21
1748704682,238
1748704682,238
1748704682,239
1748704683,238
1748704683,239
1748704683,239
1748704683,172
1748704683,239
1748704684,172
1748704684,238
1748704684,238
1748704684,239
1748704684,172
1748704685,239
1748704685,172
1748704685,172
1748704685,172
1748704686,172
1748704686,172
1748704686,238
1748704686,240
1748704686,239
1748704687,239
1748704687,239
1748704687,23
1748704687,241
1748704687,238
1748704688,72
1748704688,23
1748704688,239
1748704688,239
1748704689,239
1748704689,238
1748704689,239
1748704689,239
1748704689,239
1748704690,238
1748704690,23
1748704690,238
1748704690,239
1748704690,239
1748704691,239
1748704691,238
1748704691,238
1748704691,23
1748704691,4
1748704692,5
1748704692,6
1748704692,6
1748704692,5
1748704692,5
1748704693,239
1748704693,173
1748704693,238
1748704693,239
1748704694,5
1748704694,4
1748704694,4
1748704694,4
1748704694,5
1748704695,5
1748704695,5
1748704695,4
1748704695,4
1748704695,4
1748704696,5
1748704696,5
1748704696,4
1748704696,5
1748704696,5
1748704697,5
1748704697,5
1748704697,5
1748704697,5
1748704697,4
1748704698,4
1748704698,5
1748704698,5
1748704698,4
1748704698,4
1748704699,5
1748704699,5
1748704699,5
1748704699,5
1748704699,5
1748704700,5
1748704700,5
1748704700,4
1748704700,4
1748704700,4
1748704701,4
1748704701,5
1748704701,5
1748704701,5
1748704701,5
1748704702,4
1748704702,4
1748704702,4
1748704702,4
1748704702,4
1748704703,4
1748704703,4
1748704703,5
1748704703,5
1748704703,5
1748704704,5
1748704704,5
1748704704,6
1748704704,6
1748704704,6
1748704705,5
1748704705,4
1748704705,4
1748704705,4
1748704705,4
1748704706,4
1748704706,4
1748704706,5
1748704706,4
1748704706,4
1748704707,4
1748704707,4
1748704707,3
1748704707,4
1748704707,4
1748704708,4
1748704708,4
1748704708,4
1748704708,4
1748704708,4
1748704709,5
1748704709,5
1748704709,5
1748704709,5
1748704709,5
1748704710,6
1748704710,5
1748704710,5
1748704710,5
1748704710,5
1748704711,5
1748704711,5
1748704711,5
1748704711,6
1748704711,22
1748704712,239
1748704712,239
1748704712,22
1748704712,239
1748704713,240
1748704713,23
1748704713,23
1748704713,23
1748704713,22
1748704714,241
1748704714,239
1748704714,240
1748704714,22
1748704714,23
1748704715,22
1748704715,240
1748704715,23
1748704715,240
1748704715,22
1748704716,22
1748704716,23
1748704716,22
1748704716,22
1748704716,-1
1748704717,11
1748704717,22
1748704717,-1
1748704717,23
1748704718,22
1748704718,-1
1748704718,21
1748704718,-1
1748704718,23
1748704719,22
1748704719,21
1748704719,21
1748704719,22
1748704719,23
1748704720,22
1748704720,22
1748704720,22
1748704720,21
1748704720,22
1748704721,22
1748704721,22
1748704721,29
1748704721,64
1748704721,110
1748704722,110
1748704722,-1
1748704722,22
1748704722,24
1748704722,23
1748704723,23
1748704723,22
1748704723,21
1748704723,21
1748704724,21
1748704724,22
1748704724,21
1748704724,21
1748704724,21
1748704725,21
1748704725,21
1748704725,21
1748704725,21
1748704725,22
1748704726,-1
1748704726,-1
1748704726,10
1748704726,11
1748704726,11
1748704727,11
1748704727,24
1748704727,-1
1748704727,10
1748704727,23
1748704728,23
1748704728,23
1748704728,23
1748704728,22
1748704728,23
1748704729,22
1748704729,22
1748704729,22
1748704729,23
1748704729,-1
1748704730,11
1748704730,-1
1748704730,22
1748704730,-1
1748704731,22
1748704731,-1
1748704731,21
1748704731,-1
1748704731,23
1748704732,-1
1748704732,21
1748704732,24
1748704732,23
1748704732,22
1748704733,22
1748704733,22
1748704733,22
1748704733,22
1748704733,23
1748704734,23
1748704734,22
1748704734,240
1748704734,8
1748704734,6
1748704735,6
1748704735,6
1748704735,5
1748704735,5
1748704736,6
1748704736,6
1748704736,6
1748704736,6
1748704736,6
1748704737,6
1748704737,5
1748704737,5
1748704737,5
1748704737,6
1748704738,6
1748704738,5
1748704738,6
1748704738,7
1748704738,6
1748704739,5
1748704739,5
1748704739,5
1748704739,5
1748704739,5
1748704740,6
1748704740,6
1748704740,6
1748704740,6
1748704740,6
1748704741,6
1748704741,6
1748704741,5
1748704741,5
1748704741,6
1748704742,6
1748704742,6
1748704742,6
1748704742,6
1748704742,6
1748704743,5
1748704743,6
1748704743,5
1748704743,5
1748704743,238
1748704744,238
1748704744,239
1748704744,275
1748704744,22
1748704744,21
1748704745,-1
1748704745,18
1748704745,20
1748704745,188
1748704745,238
1748704746,238
1748704746,238
1748704746,238
1748704746,238
1748704747,184
1748704747,238
1748704747,184
1748704747,183
1748704747,182
1748704748,184
1748704748,239
1748704748,239
1748704748,184
1748704748,185
1748704749,-1
1748704749,19
1748704749,20
1748704749,21
1748704750,22
1748704750,23
1748704750,22
1748704750,22
1748704750,22
1748704751,22
1748704751,23
1748704751,21
1748704751,22
1748704751,22
1748704752,22
1748704752,21
1748704752,21
1748704752,21
1748704752,22
1748704753,22
1748704753,22
1748704753,21
1748704753,21
1748704753,21
1748704754,21
1748704754,21
1748704754,22
1748704754,21
1748704754,21
1748704755,21
1748704755,21
1748704755,21
1748704755,21
1748704755,21
1748704756,21
1748704756,21
1748704756,21
1748704756,21
1748704756,21
1748704757,21
1748704757,21
1748704757,21
1748704757,21
1748704757,21
1748704758,21
1748704758,21
1748704758,21
1748704758,22
1748704758,21
1748704759,22
1748704759,21
1748704759,21
1748704759,21
1748704759,21
1748704760,21
1748704760,22
1748704760,21
1748704760,21
1748704760,22
1748704761,21
1748704761,22
1748704761,23
1748704761,22
1748704761,22
1748704762,22
1748704762,23
1748704762,22
1748704762,22
1748704762,22
1748704763,22
1748704763,22
1748704763,23
1748704763,22
1748704764,22
1748704764,22
1748704764,22
1748704764,22
1748704764,23
1748704765,22
1748704765,22
1748704765,22
1748704765,23
1748704765,23
1748704766,23
1748704766,23
1748704766,23
1748704766,23
1748704766,23
1748704767,23
1748704767,23
1748704767,23
1748704767,22
1748704767,22
1748704768,22
1748704768,22
1748704768,22
1748704768,23
1748704768,23
1748704769,23
1748704769,23
1748704769,23
1748704769,23
1748704769,23
1748704770,23
1748704770,23
1748704770,23
1748704770,23
1748704770,23
1748704771,23
1748704771,23
1748704771,23
1748704771,23
1748704771,23
1748704772,23
1748704772,23
1748704772,23
1748704772,23
1748704772,22
1748704773,22
1748704773,22
1748704773,23
1748704773,23
1748704773,23
1748704774,23
1748704774,23
1748704774,23
1748704774,23
1748704774,22
1748704775,23
1748704775,23
1748704775,23
1748704775,23
1748704775,23
1748704776,23
1748704776,23
1748704776,23
1748704776,23
1748704776,23
1748704777,23
1748704777,23
1748704777,23
1748704777,23
1748704777,23
1748704778,23
1748704778,22
1748704778,21
1748704778,21
1748704779,21
1748704779,21
1748704779,21
1748704779,21
1748704779,21
1748704780,21
1748704780,22
1748704780,22
1748704780,23
1748704780,23
1748704781,22
1748704781,22
1748704781,24
1748704781,23
1748704781,22
1748704782,23
1748704782,22
1748704782,22
1748704782,22
1748704782,22
1748704783,24
1748704783,5
1748704783,5
1748704783,4
1748704783,4
1748704784,4
1748704784,5
1748704784,4
1748704784,4
1748704784,4
1748704785,4
1748704785,4
1748704785,5
1748704785,5
1748704785,5
1748704786,4
1748704786,4
1748704786,4
1748704786,4
1748704786,5
1748704787,4
1748704787,5
1748704787,5
1748704787,5
1748704787,5
1748704788,4
1748704788,5
1748704788,4
1748704788,4
1748704788,4
1748704789,4
1748704789,4
1748704789,4
1748704789,4
1748704789,4
1748704790,3
1748704790,4
1748704790,5
1748704790,5
1748704790,5
1748704791,5
1748704791,6
1748704791,4
1748704791,3
1748704791,4
1748704792,4
1748704792,5
1748704792,6
1748704792,6
1748704792,4
1748704793,3
1748704793,4
1748704793,5
1748704793,5
1748704793,5
1748704794,4
1748704794,4
1748704794,4
1748704794,4
1748704794,3
1748704795,4
1748704795,4
1748704795,5
1748704795,5
1748704795,5
1748704796,5
1748704796,5
1748704796,4
1748704796,4
1748704796,5
1748704797,6
1748704797,6
1748704797,5
1748704797,5
1748704797,6
1748704798,6
1748704798,5
1748704798,5
1748704798,4
1748704798,4
1748704799,4
1748704799,4
1748704799,4
1748704799,4
1748704799,5
1748704800,5
1748704800,5
1748704800,5
1748704800,5
1748704800,4
1748704801,4
1748704801,4
1748704801,5
1748704801,6
1748704801,6
1748704802,5
1748704802,4
1748704802,4
1748704802,4
1748704802,5
